id,rate,”review",product_id,"created_at","updated_at",user_id,”occupation","length","often","hourly_wage",rate_flexibility,rate_wage,rate_future,rate_growth,rate_social,rate_value,rate_reccommendation,"review_job","review_authority","review_skills","review_training","review_environment","review_expectation","review_merit”
26,7,"a",25,"2017-05-17 15:22:16","2017-05-17 15:22:16",3,"コンサル、医療観光","1年以上2年未満","週1日未満","800円未満",10,5,8,8,8,10,10,"エクセル使って情報収集する80%,医療通訳20%(中国語使用) それ以外はオフィス雑務、自分たちで事業作ってみたりした","医療通訳においてはお客様の健診を1日通して担当する。インターン生が立ち上げる事業については裁量権大きい
","エクセル知識:関数など運用してきれいなエクセルができるようになります。 医療通訳の経験 オフィス雑務","面倒は非常に良く見てくれました。インターンに関係ない就活のアドバイスや職場のアドバイスが良く頂けました。","落ち着いて働く環境が整っており、ネット環境や備品もバッチリです。オフィスの雰囲気もすごく良かったです。","アクセンチュアから独立した方がほどんとで、コンサル業界や仕事については色々聞ける。ギャップは特になかったです","希望してた会社に内定頂いたことと最高の先輩に出会えたこと。前もって仕事についてイメージを掴め、コツを見つけたこと。"
27,8,"a",26,"2017-05-17 15:22:32","2017-05-17 15:22:32",4,"Finance","3ヶ月〜5ヶ月","週3日〜4日","1000円〜1099円",8,8,8,5,8,8,8,"50% - Data search (Bloomberg, Internet) 30% - Organize Exel data 20% - Attend companies' financial report meetings","I wasn't given much authority over the work. My main job was to search and organize the data of my seniors.","Bloomberg usability - I learned how to use Bloomberg machines overall","There was no systematic training for interns. It was a small company and I was the only intern. I was given a manual for interns, and had to learn by myself most of the times.","Because it was a sell-side research firm, individuality was very strong in the office. Office was quiet the most of the times, and there was rare interaction between workers.","Expectation: learn how financial company runs, see how sell-side institutions work, feel the atmosphere of research firms Reality: I was able to experience how financial companies run, and see what sell-side analysts do","Doing this intern, you get to understand how sell-side research firms operates. You get to understand what data is important, how to find those data, how these firms publish their reports."
28,9,"a",27,"2017-05-17 15:22:36","2017-05-17 15:22:36",1,"AD (番組製作補助業務)","2年以上","週1日〜2日","1000円〜1099円",4,8,5,5,8,8,4,"業務形態は企業バイト。ニュース番組でのAD業務ー100％。ディレクターの補助やその他雑用など製作に関わる庶務一般。特殊な技能は必要ないが、社会人としての最低限のマナーや肉体的、精神的なタフさが求められる。","あくまでディレクター（社員）の補佐が主な業務なので、最良や権限はほぼ与えられていない。ただ、番組が製作されていく過程や具体的な作業を知ることができ、将来メディア関係の仕事につきたいという人にとってはとても勉強になる。社員との信頼関係が出来上がるまでは、なかなか仕事を任せてもらえないが、地道に頑張ることで仕事が増える。","＜マネジメントスキル＞インターン生の採用、教育に携わる。マニュアルがある仕事ではなく、自ら仕事を見つけこなしていく姿勢が評価されるので、そういった積極的なマインドを後輩に伝えていくことも大切。 ＜責任感＞４年契約での雇用であり、また何より業務が直接放送に影響を与えかねない仕事なので、仕事に対する責任感を養うことができる。","教育は基本的に先輩インターン生から受ける。社員はあまりインターン生に興味はない。特に男子は、1、２年かけて地道に少しずつ信頼関係を築き、ようやく相手にしてもらえる。","職場自体は明るい。前述の通り、社員と信頼関係を築くのに時間がかかるが、一度一人前として認識してもらえると、製作の裏話を聞かせてもらえたりや飲み会などにも呼んでもらえる。","マスコミ業界に興味があり、製作の裏側や過程を知る、あるいはそれに参加するという期待は十分に満たせれた。一方、裏側を知りすぎてしまったことでマスメディア全般への信頼が失われた。","マスコミの職場で、他の社員と同じように仕事ができるというだけで学生にとってはメリットになりうる。テレビ局の社員の発想力、柔軟性、手際のよさを間近でみることができる。また、大人とコミュニケーションをとることが当たり前のように必要になってくるので、その経験は学内外での活動や就職活動にもいかせるだろう。"
29,10,"a",28,"2017-05-17 15:22:40","2017-05-17 15:22:40",2,"国際機関","3ヶ月〜5ヶ月","週5日以上","無給（交通費なし）",4,5,8,8,8,10,5,"イベントやキャンペーンなどの企画と実施のサポート（20%）、所長・職員の補佐（20%）、SNSでの配信サポート（20%）、新聞クリッピング（15%）、翻訳（20%）、国連を訪問する中高生に対するブリーフィング（5%）","ある程度の裁量権が与えられた。イベント運営の際や国連本部が新しい企画を行う際は、インターンとして意見やアイディアを求められ、それが採用されることも多かった。ブログ記事なども、インターンが書いたものをもとに修正が入れられた。","・記事作成スキル：広報用の記事を執筆する際に文言などで注意する点を丁寧に指導して頂いた。 ・翻訳：重要な文章や技術的な文章を翻訳する機会が多くあった。 ・協働力：常に3~6名のインターン生と共に作業をするため、チームワークを意識して仕事に取り組んだ。","常にインターン生を受け入れるため、新入生のためのマニュアルや受け入れ体制は整っている。職員が指導するのではなく、インターン生同士が指導し合うことになっていたので、教える側は業務を説明できるようにならなければならず、より深く業務について理解することが出来た。 職員よりインターン生が多い時もあり、インターン生がオフィスを盛り上げているという印象だった。","オフィスの環境は明るくオープンであったが、職員同士の連携があまり取れていないように見受けられた。インターン生同士は仲が良く、非常に楽しい労働環境であった。","地球規模課題の解決に取り組みたく、将来は国際機関で働きたいと思い、本インターンシップを志望した。インターン期間中は、ちょうど「持続可能な開発プログラム」が始動した時であり、地球環境問題関係のイベントや記事の執筆にあたることが出来たため、満足であった。しかし、東京勤務だったこともあり、事が起きている「現場」の緊迫感をいまいち感じることが出来ず、その点において、期待していたものとのギャップを感じた。","将来、国際的な仕事や国際貢献をしたいと考えている人にとっては、自分が本当に携わりたい仕事なのかを見極めることができる良い機会だと思う。本インターンシップを通じて、自分はどういった立場で社会に貢献したいのかがより明確になると考える。"
30,8,"a
",29,"2017-05-20 05:14:04","2017-05-20 05:14:04",3,"コンサルタントサービス","1年以上2年未満","週3日〜4日","1100円〜1199円",8,10,10,10,10,10,10,"■仕事内容 SPEEDAをご利用いただいているお客様の窓口を担っています。SPEEDA上からからきたお客様からのお問い合わせを受け、一人一人のニーズにお応えすることがメイン業務です。具体的には、SPEEDAの使い方の説明や、エクセルでのデータ作成、リサーチを行います。 インターン生の希望や適正に沿って、業務を割り振ります。 ・電話、メールでの対応 ・データ作成 ・リサーチ ・業界レポートのメンテナンス 元々はリサーチがメインでしたが、インターン生の中では古株なので、現在はチームのマネジメントに力を入れています。 ・電話、メールでの対応: 30% ・データ作成: 0% ・リサーチ: 20% ・業界レポートのメンテナンス: 10% ・チームのマネジメント: 40%","社員の方と同程度の裁量権が与えられます。","・会計、ファイナンスの知識 ・あらゆる業界の知識 ・リサーチスキル ・エクセルスキル ・マネジメントスキル ・ビジネスコミュニケーションスキル","最初は、業務に慣れているインターン生にフォローされながら、トレーニングプログラムを行います。その後、だんだんとお客様からの依頼に対応していきます。毎度、社員からのフィードバックがあるため、毎日が学びの場です。"," ユーザベースには「7つのルール」という大切にしているバリューがあります。これがカルチャーの根底になっていると感じます。 ＜7つのルール＞ 1 自由主義で行こう 2 創造性がなければ意味がない 3 ユーザーの理想から始める 4 スピードで驚かす 5 迷ったら挑戦する道を選ぶ 6 渦中の友を助ける 7 異能は才能","入社前はユーザベースをただのベンチャー企業の1つとして捉えていました。大手企業を中心に就職活動は行う予定だったので、一度ベンチャー企業がどんなものなのかを一度味わいたいと思っていました。実際入社してみたら、SPEEDAもNewsPicksも地に足の付いているプロダクトなので、思っていたよりも軽い感じではありませんでした。それは面白いギャップだったです。","・自分が作成/提案したアウトプットに対して、実際にお客様がどう評価するのか、どう反応するのかが分かる。そのため、自分の能力が客観的に評価される。一方、短期インターンでは、提案して終わるため、それができない（あっても社内からのフィードバックのみ） ・多種多様な業界のお客様に提案できる。投資銀行、証券会社、コンサルティングファームをはじめとするプロフェッショナルファームや、事業会社の経営企画部や営業部などのお客様から様々な内容のお問い合わせがくるため、毎日が新鮮です。また、お客様の仕事に対する理解もできます。 ・社員は、多様な業界の出身者が集っています。・過去インターン生の内定先が良い。 "
31,7,"a",30,"2017-05-20 05:14:15","2017-05-20 05:14:15",4,"ビジネス","6ヶ月〜11ヶ月","週3日〜4日","900円〜999円",5,5,8,10,5,8,9,"・労務管理30％、外部委託業務（物流・定期キャンペーン等）40％、法人資料制作・翻訳10％、採用業務・運営20％","裁量としては関わっていた各部署の社員のアシスタントなので、あまりなかった。社員の作成した資料や社内システム管理方法に意見をいうことがあったくらい。","・社会人としてのマインドセット ・社外・社内資料作成スキル ・ビジネスフローの作成スキル ・効率的な会議の進め方 ・多部署とのコミュニケーションスキル ・ロジカル思考 ・データ活用方法 ・スピード感のある仕事の進め方","直属の上司となった社員さんは複数いて、それぞれ要求されているものは違うものの、一人一人が真摯に私と向き合ってくれた。大手民間企業出身の方々ばかりだったのでフォローアップやフィードバックも適切で、社会人として必要なマインドセットを叩き込んでくれた。","労働環境は、ザ・ハードワークで熱い。本気で会社一丸となって、ヘルスケアで世界を変えようとしているので、社員もそのビジョンと真剣に向き合っている人ばかり。むしろ、それについていけないと合わないかもしれないが、バリバリなスタートアップの労働環境を味わえ、スピード感もあって楽しい。","インターン自体、社会に出る前に絶対経験しておきたいと思い、かつ将来的にヘルスケアの分野にいきたいと思っていたので、FiNCの理念に賛同し、ジョインした。最初の2ヶ月は、自分が本当に携わりたいと思っていた実際のビジネスの現場に触れることができず、モヤモヤが募っていた。正直雑用ばかりだと感じ、自分のバリューを見出せなかった。ただ、社員さんを気軽にランチに誘えるような空間だったので、希望部署の社員さんをランチに自ら誘い、思いを伝えた。そこからは、法人向けビジネスに特化したチームに入れてもらえ、希望の仕事ができた。","社員だけでなく関わっている学生も皆非常に優秀なので、自分の志気が高まる。ビジネスのみならず、栄養士やトレーナーの卵の学生とも触れることができ、様々なバックグラウンドの人と仕事をする経験が得られる。外部の人を招いた講演会や勉強会も頻繁に行われ、インプットの場としても最適。とにかく社長が優秀で熱い人なので、この人にだったらついていきたいと思えるような人物の元、モチベーションを保ちながら働ける。"
32,8,"s",31,"2017-05-20 05:14:24","2017-05-20 05:14:24",1,"企画","3ヶ月〜5ヶ月","週3日〜4日","無給（交通費なし）",10,5,8,8,10,10,9,"【インターン内容】 18年卒（同期）学生の選考フローの企画・実施 【参加資格・方法】 　このインターンシップに参加するためには、事前2回の勝ち抜き戦（チーム対抗戦）を突破する必要がある。突破したチームに加え、選考の中で良いパフォーマンスを示したもの（個人数名）が企画インターンに進んだ。 【業務内容】 　企業側・学生側の両視点から、マッチングの高い選考フローとはどのようなものかを考え、企画立案・実施を行なった。 　PR班、説明会班、インターンシップ班に分かれ（それぞれ3〜4人）、連携を取りながら企画を立案し、これを実施した。それぞれが分かれて活動をしていたため、これをパーセンテージで記すことは難しいが、全体として〔企画立案85%〕〔実施5%〕〔反省10%〕と言った感じだろうか。 　業務内容はほとんど、企画の立案・修正の繰り返しである。企画を立てては、社員からのフィードバック（ほぼ毎回全てが崩壊する）を受け、修正を行う。フィードバックは主に人事部社員からのものであるが、社員はコンサルティング経験の豊富な方が多く、現場の知識、人事としての知識などを背景とした非常に質の高いフィードバックを受けることができた。また惜しみなく時間を投資してくださることから、社員の本気度も伺うことができた（かなり感化される）。","学生という扱いはされない。参加者もエン・ジャパンの社員としてこのインターンシップに望んでいた。 　最高の企画を作るために、社員の時間と場所、経験知を惜しみなく提供して頂いた（求めなければ与えられない）。 　 　秘密保持義務以外、裁量権を狭めるようなものは存在せず、むしろ裁量しかないと言った方が正しいような気がする。（求めるものは最大限提供するという姿勢）しかし、投資してもらった分は当然に還元しなければならず、一つ一つの結果が求められる（自分なりに頑張ったはなんの評価もされず、形として結果を出すことが要求される）。","・ロジカルシンキング：圧倒的にこの能力が身につけられる（身につけざるを得ない）。一つ一つの行為にどのような意味があるのか、そしてその根拠は何なのか。常に考え、ロジックを積み重ねなければ、企画が進むことはない。 ・主体性：これを身につけなければ途中で脱落する。行き詰まることばかりの中で、自分が提供できる価値は何かを常に考え続け、それを提供しなければ自己の存在価値を見失うこととなる。 ・目標必達思考：自分の企画にどこまでこだわることができるのか。何度でも再考を重ね、最高の企画にこだわり続けると言った目標必達思考は鍛えられる。妥協を許さない、許したくないというレベルまで一つの目標に執着するという経験は、他では詰めるものではないだろう。 ・瞬発的思考力：実際に説明会やインターンシップを実施する中でその必要性を痛感した。リアルタイムで物事が進行するのに合わせ、対象を観察、最善の一手を打つことが何度も求められる。限られた時間と情報のなかで、自分の意見が求められる緊張感と経験は、思考の瞬発力を鍛える最高の場だろう。","基本的に研修などはない。人事部社員（常に2〜3人）がメンターとなり、messengerなどでの日常的なやり取りから、会議室を使用してのミーティングまで、自分の上司のような関係性で仕事を行う。 　試行錯誤をするなかで、ロジックの構築や思考の整理方法など様々な助言を受ける。最善解を提示するのではなく、インターン生が自主的にスキルを吸収すると言ったスタイルだ。","オフィスでは作業を行なっていない。基本的に会議室（パーテーションで区切られた部屋）でミーティング、作業を行なった。 　会社フロアの清潔感、社員のクライアントへの態度は非常に良い。当然のことかもしれないが、クライアントや訪問者に対する礼節は徹底されている。多くの会社にインターンシップや選考で訪問することとなったが、これほど礼節が社員に徹底されている会社は他になかった。クライアントファースト（お客様は神様であるという意味ではない）を掲げているだけはある。 　社員やインターン生の労働は激務だと言わざるを得ないだろう。人材コンサルタント会社という性質上、長時間労働になりがちではあるが、それを差し引いても楽な仕事ではないことは確かだ。労働を強いられているというより、社員一人ひとりが進んで仕事をしているというという雰囲気。社員に活気があり、自己成長とともに周りを巻き込んで組織全体として成長しようという想いが感じられる。","志望動機：自分の実力をはかること。 ギャップ：特になし。常に自分の弱みを突きつけられる。 　今まで社会で働く（アルバイトを除く）ということを経験したことがない自分が、どれだけ勝負ができるのかを実感してみたいという思いがあり、インターンシップに参加した。 　インターンシップでは、「結果を出す」ことの難しさを何度も実感し、自分の弱みを嫌という程突きつけられた。勿論、他者が有していない自分の強みを実感する（メンターとの対話で明らかとなる）場面も多くあるが、自己の直接的な満足度に繋がっているのは、やはり「弱みを知り、それを改善した経験」だろう。 　プロジェクトを進める中で、自己の弱点を認識する場面が多くある。プロジェクトの結果を出しながら、その弱点も改善していくということは容易なものではないが、裏を返せばそれぞれのメンバーが弱点を改善しなければ最高の結果を出すことはできないのである。 　今、はっきりと「自分はこれだけ社会に通用する」と宣言することはできないが、「社会において結果を出すこと」「自分の力を知り、その弱点を改善すること」を経験した以上、志望動機は満たされたと言えるだろう。","・非常に厳しい環境で互いを高め合える仲間に出会えたこと 　数ヶ月のインターンを経験する中で、チームメンバーがそれぞれ強みや弱みを共有することとなる。そこでなんの遠慮もなしに、正面から厳しいことを言い合える仲間に出会えたことは自分の財産だ。いわゆる一般的な「高め合う仲間」とか「一緒に頑張る」とかいうものではなく、もっとシビアに競争相手として、本気で相手と向き合って成長をするという経験はなかなかできるものではないだろう。 ・自分を知ることができる 　体力的にも精神的にも追い込まれた状態で、自分の力をどれだけ搾り出すことができるのか。自分が人よりも優っている部分、劣っている部分はどこであり、それを改善するためにはどのような行動をすべきなのかということを常に考え続けることができる（それをしなければドロップアウトする）環境である。また自分の体力・精神的な限界（これ以上働くと身体を壊すなど）を知ることで、自分の「働き方」を考える機会となる。この自分のスタイル（「働き方」）は実際に働いてみないことにはわからない。本格的な就職活動を始める前に、インターンシップでこれを実感できることには大きなメリットがある。 ・自分と企業のすり合わせをすることができる 　インターンシップを通して、自分が本当にこの環境、この理念を掲げた企業で働きたいのかを実感ベースで考えることができる。 　実際に社員と多くの時間を共有し、会社を深層まで知ることで入社前後のミスマッチが発生する確率を低くできる。インターンシップを通して自己の理想と企業の現実とを擦り合わせを行うことで、早い段階から広い視野を持ち、一方的な理想を描くことなく就職活動を進めることができるという点で非常に有益なものと言えるだろう。"
33,9,"a",32,"2017-05-20 05:14:32","2017-05-20 05:14:32",2,"マーケティング","3ヶ月〜5ヶ月","週3日〜4日","無給（交通費なし）",8,5,10,10,8,8,8,"・多文化共生のまちづくりをすすめるためにどのような取り組みをしているのかを、ヒアリングやイベント運営補助などで知り、個人のテーマに沿ったプレゼンを作成する。 事業ヒアリング40%、運営補助等の活動に参加30%、プレゼン作成30%"," ・裁量権はあまりなかったように思う。あらかじめヒアリングのスケジュールが決まっていて、どこのイベントに参加するかも決まっていた。ただ、自分の設定したテーマに合う最終プレゼンを作るために、自主的にインタビューをすることも可能な環境であった。","・マネジメントスキル 100時間という長い研修のなかで、体調管理することはもちろんだが、時間内に質の高い最終プレゼンを完成させるために、気づきや疑問等をノートに書き留めておくなど、時間内に成果を出すためのスキルが身についた。","インターンシップ担当の方が、こまめにメールや直接相談にのってくださった。社員にヒアリングをする機会も多くあり、それぞれの担当がどのような仕事をしているのかを知ることができた。教育体制や面倒見はとても良いと思う。","よくある職場のような雰囲気。みなとみらいのエリアにあり、海辺に位置する開放的な環境であると感じた。インターンシップ生担当の方が、海辺のレストランで歓迎会を開いてくださったりもした。職員の方々も、インターンシップ生にとても優しく対応してくださった。","多文化共生社会を目指すために、どのような取り組みが必要なのかについて学べればと考えていた。実際は、上記を学ぶだけでなく、はじめに自分のインターンシップのテーマを決め、中間報告やテーマに関する学びをまとめた最終プレゼンなどの機会を与えてくださり、受け身ではない自ら考え行動できるインターンシップの経験ができた。","多文化共生に向けた外国人への支援や、日本人への働きかけについて、さまざまな角度からの事業によって学ぶことができる。職員の方に話を聞く時間もたくさんあるため、一人ひとりの仕事に対する思いや、やりがいを知ることができ、参考になる。"
34,6,"a",33,"2017-05-20 05:14:49","2017-05-20 05:14:49",3,"雑務全般","1年以上2年未満","週1日未満","歩合制",10,10,10,8,10,5,8,"イベントの運営において、その備品の発注から設営、当日の運営を行った。また、資料作りも行った。 イベント運営：７５％　資料作成：２５％","イベントについては備品発注・設営・運営において、社員同等の裁量権があった。資料作成については、社員が最終確認をして手直しをしていた。","・積極性：イベントは業務でもあるが、自分の人脈を広げる絶好の機会でもある。積極的に話しかけにいくことが求められた。 ・主体性：常に自分の意見が求められたのと同時に、その論理性も求められた。","社員が３人の会社なので、常に近い距離で接することができた。しかし、私しかインターン生がおらず、また募集しているわけでもないので、制度としてしっかりしているというわけではない。","出勤せずとも自宅で仕事をすることも可能である。オフィスは開放的な空間で、常にアドバイスを求めやすい。","地方創生に興味があり、地方自治体や中小企業をクライアントとする仕事、そして社員の人間性に惹かれてインターンを志望した。実際に地方自治体と仕事をする機会も与えられた。しかし、専門知識や専門技術が多いという関係もあり、多くの案件にしか携われなかったというのが期待とのギャップである。","地方に興味を持つ人々や実際に地方で活躍する人々と近い距離で話すことができたのはとても大きなメリットであった。就職活動においてもアドバイスをもらうなど、いい関係が築けている。なので、業務のプロフェッショナルになるというよりは、人脈を構築し人間性の成長したことが、インターンから得たものだ。"
35,7,"a",34,"2017-05-20 05:15:02","2017-05-20 05:15:02",4,"ウェブ制作アシスタント","6ヶ月〜11ヶ月","週1日〜2日","1000円〜1099円",10,8,8,8,8,8,8,"ウェブ制作の大枠デザインのプランニングやウェブサイト運営の補助をした。ウェブワイヤーフレーム作り30%、ウェブコンテンツの更新30%、レポート作成30%、ウェブコンテンツ作成10%","ウェブ知識が少ないため、社員の方よりも裁量は低くめだったが、話しやすい環境だった。質問しやすい環境だった。","タイムマネジメントスキル、Microsoftツールスキル(パワポ、ワード、エクセル)、Adobeソフト(Photoshop, Illustrator)、チームワーク","インターン生を優しく迎えてくれる体制が整っている。気軽に話しやすい。休みを取りやすい。熱心に色々教えてくれるのではなく、好きなようにやらせてくれる。困った時質問すると色んな答えをくれる。","誰もが自由に気楽に働ける。ランチが1時間超えても大丈夫。みんな話しかけやすい。社内にハンモックがあっていつでも使用できた。","ウェブ制作の方法を知りたくて入った。期待通りウェブ制作に必要な要素は網羅した。プログラミングもできるようになるかと思ったけど、コードに触る機会は少なかったのであまり覚えていない。デザインの仕事はプログラミングをしない分、仕事しながら勉強する機会が多かった。","大学の授業だけでは実感がわかない仕事の成果が味わえる。また仕事でのチームワークの大切さを学ぶことができえる。デザインに興味がある人はデジタル媒体と紙媒体両方の良さを知ることができる。"
36,8,"a",35,"2017-05-20 05:15:13","2017-05-20 05:15:13",1,"ビジネス全般","1年以上2年未満","週1日〜2日","900円〜999円",10,10,8,5,5,10,6,"業務内容: 投資先の発掘及びそれに伴うイベント開催などの業務、リサーチ。 30%: イベント企画 50%: イベント運営 20%: リサーチ 具体的には、投資先となるような起業家を集めるためのイベントを企画し、運営する。 リサーチは、社員の人からお題を与えられ、それに関して自分なりにまとめるといった内容。","裁量はとても大きく何をやっても大丈夫な環境であった。 ただ、VCというある程度専門性を必要とする仕事柄できることは限られてくる。","・企画力: かなりのハイペースでイベントを企画していくので、かなりつく。 ・コピーライティング: 同じくイベントの集客に相当関わってくるため。 ・スキルではないが、スタートアップ業界に関する知識がとても身につく。","メンター制度などはなく、基本的には1人で進めることになるが、その都度社員の人に聞くことができる。かなり自由に仕事を任せられるが、その分難易度は高くなるので、実力が試される。","オフィスはシェアオフィスとなっていて、様々な起業家の働き方をじかに見ながら仕事をできる。また、自宅での仕事も認められているので授業との融通はかなりきく。１つだけ難点は、オフィスが天王洲アイルという立地にあるのでとても通勤がしづらい。","期待: VCという仕事を体験したく、何か特別なスキルが身につくのではないかと漠然と期待していた。 ギャップ: インターンの限られた時間では特別なスキルを身につけることは難しく、また一見華々しいように見える投資の仕事が、実はとても地味なものだとしれたことはとてもいい経験になった。","普通では中々出会えない起業家の人と話す機会がめちゃめちゃ増えるのでとても視座が上がった。起業家の現実はめちゃめちゃ地味だった。 事業会社ではなく１つの作業の繰り返しではないので、様々なことを知ることができる。"
37,7,"a",36,"2017-05-20 05:15:21","2017-05-20 05:15:21",2,"エンジニア","1年以上2年未満","週3日〜4日","1200円〜1399円",10,10,10,10,10,10,10,"プログラミングを受講生の方に教えるメンターとして活動しています。50% プログラミングの言語は、コースによって異なりますが私はRubyとC#を教えています。メンター業務を行いながら、教室の運営・施策を進めたり、20% 組織全体の運営方法について考え施策を実行しています。30%","社員と同じ程度の裁量を与えられています。自分が行いたい施策について、共有してFBをしてもらいながら大きな裁量を持ちながら働くことができました。","【マネージメント能力・コミュニケーション能力】を必ず身につけることができます。 聞き取った意見に基づく分析方法や、分析に基づいた提案の仕方、組織の運営方法など、社会で必ず役に立つ能力や知識を実践的に身につけることができます。","メンターとして活動する前に、受講生の方に教えるレベルの知識がつけられるように研修プログラムがあります。研修では、対応・コミュニケーションのとり方の他にも、質問を100通り以上覚えてテストしてフィードバックを受ける環境があります。","インターン生は数が100人以上いますが、皆仲が良く和気あいあいと働いています。社員とインターン生の距離も近いので、相談もしやすいです。","期待していたことと、それとのギャップは全くありません。インターン生に知り合いがいたので、どのような業務があるかは知っていました。","インターン生の質が高いので、今後につながるコミュニティに参加できる。また、プログラミングの知識を0から身につけることができ、質問ができる環境も整っています。インターン生としてではなく、会社のメンバーとして活動ができるのでしっかりと軸を持って意見を言って行動すれば、必ずそれに見合った結果が返ってきます。"
38,9,"a",37,"2017-05-20 05:15:29","2017-05-20 05:15:29",3,"データサイエンティスト","6ヶ月〜11ヶ月","週3日〜4日","1000円〜1099円",10,8,10,10,8,10,8,"・業務内容：機械学習を用いたシステム開発やデジタルデータ解析によるレポーティングなどの案件にアサインされ、RまたはPythonでデータ分析を行う。 ・割合：80%=プログラミング、10%=タスク整理、10%=打ち合わせ参加","自分の努力やシフトの入り方次第で裁量の大きさが変わる。分析技術を磨けば社員と同程度の仕事ができるし、他社への常駐業務を行って1人で案件を任されるような人もいる。自分はプログラミング初心者で入社し、シフトもそこまで多くは入っていなかったため、社員の手伝いを通してタスクを巻き取っていくのが精一杯な側面が大きい。","・プログラミングスキル：RやPython・SQLはもちろん、shellやhtmlやjavascriptなど、色々な言語に触れられる。サーバーサイドの技術を吸収し放題。 ・機械学習(統計学)のスキル：自分で勉強することが最も大事であるものの、周りの席の人たちが常にモデリングの話をしているので、自然と詳しくなれる。","・研修：プログラミングの研修あり。それとは別に、新入社員研修が毎月行われているので、勝手にそこに混ざって気になる研修をいつでも聞くことができる。 ・メンター：アサインされた案件の人たち全員にいつでも相談ができるような環境。いろんな社員の方が手が空いたタイミングに声をかけてくれるので、みんなに育ててもらっているようなイメージ。","オフィスには土足禁止の広いカーペットゾーンがあり、色々な体勢で作業できる。集中したい時はイヤホンを使って作業することもできるので、とにかく自由に働ける。","・期待：流行りでもあるデータサイエンティストとしてビジネスとしてビッグデータを扱ってみたい！→まさに叶った。 ・ギャップ：案件ごとに使う言語が違ったりするので、初心者から始めるとインプット量が膨大。","・働くということはどういうことなのかを勉強できる。特に、エンジニアとして「個人として食っていける人材」とはどういう人でどんな努力をしているのかを学べる。 ・現在バズワードとも言える機械学習が、どうやってビジネスになっているのかを肌で感じられる。 ・案件のリーダーであるPM(プロジェクトマネージャー)から見てどんな人と一緒に働きたいのか、どんな人に仕事を振りたくなるのか、という視点の話をたくさん聞く機会があり、「新入社員になった時にどういう風に振る舞えばいいのか」についてよく考えることができる。社員とタスクの巻き取り合いをする中で、自分という個の価値をどう発揮していくかを学べる。"
39,7,"a",38,"2017-05-20 05:59:21","2017-05-20 05:59:21",4,"コンテンツ編集、カスタマーサポート","1年以上2年未満","週1日〜2日","800円未満",10,8,10,10,10,10,10,"自社サービス、KitchHikeのメディアコンテンツの編集、PR,福利厚生の賄い作り、イベントに参加、体験談執筆など。 また、サービス利用者のサポート コンテンツ編集60 サポート20 その他内容合計で20","先輩スタッフのアドバイスやフィードバック、指示のもと業務に当たっていた。 なので、目指す方向性に迷いはなかった。 しかし0からすべて決められているわけではなく、 自己の意見を求められるし、主体性を持って業務に向き合えば向き合うほど自身の成長に繋がる環境があった。","★webマガジン編集-word pressや画像の基本的な編集、自己満ではなく、人に読ませるための記事作りのヒント ★20人前の食事を1,5h以内で作り上げる段取り力、自炊力 ★コミュニケーション能力(対面、書面)","お昼ご飯は基本、みんなで食卓を囲んで食べるので、自分とは違うチームに所属してる人とも仲良くなれるし、チームの枠を越えてひとつのサービスを作り上げている感覚を常に持つことができる。 インターン生それぞれに合った仕事を割り振られるので、他人と比較したりするよりかは、自分の強みを伸ばすことに集中できる。 また、フォローもしっかりしているので、業務上困ったことがあっても心置きなく相談できる。","オフィスの雰囲気は明るく、みな前向きでハングリー。 一人一人の個性がしっかりしているが、対立することは無い。 本当に仲がいい。 働きやすい。 就活、バイト、インターン、学業、プライベートの両立が可能","もともと、インターンとして関わるつもりはなく、ただ人とサービスが好きで関わっていただけだった。 気がつけばそれがインターンになっていた。ただひたすら居心地がよくて、刺激的で、楽しかった。","普段大学では会えない人たちと会える 食生活、生活そのもののクオリティーが高まる 専門的な/自分の適正に合った業務ができ、スキルを磨ける インターンを終えても繋がりたいと思えるし、繋がることのできる人、サービス、会社であること"
